,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
33,"Asheville, NC",within a day,100.0,74.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Asheville, North Carolina, United States",Private room in bungalow,Private room,1.0,2,15,t,27,310,20,0,4.91,4.97,4.89,4.95,4.98,4.9,4.89,f,94.0,94.0,21.01438544436632,1.0,2.0,2.76,46,76,166,41.586301369863016,45.47945205479452,1 private bath,47.0,2.0,0.0,22.355729196134384
34,"Asheville, NC",within a few hours,100.0,96.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire guest suite,Entire home/apt,1.9456140350877194,2,1125,t,0,103,0,0,4.66,4.75,4.66,4.87,4.86,4.84,4.7,f,58.942465753424656,58.942465753424656,5.05567676278168,2.0,2.0,0.93,0,1,266,41.53972602739726,72.87671232876713,1 bath,29.471232876712328,1.0,0.0,8.577307885169253
35,"Asheville, NC",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire rental unit,Entire home/apt,1.0,2,1125,t,20,86,0,0,4.77,4.9,4.82,4.96,4.96,4.92,4.82,f,95.0,95.0,0.0,1.0,3.0,0.77,37,67,342,89.01369863013699,93.69863013698631,1 bath,31.666666666666668,3.0,0.0,0.0
36,"Asheville, NC",within a few hours,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire rental unit,Entire home/apt,1.0,30,31,t,0,496,2,2,4.72,4.88,4.78,4.95,4.92,4.79,4.76,f,69.12054794520547,69.12054794520547,20.101028887504576,1.0,2.0,4.49,0,0,0,0.0,0.0,1 bath,34.56027397260274,2.0,0.0,29.081119124575572
37,"Asheville, NC",within an hour,100.0,99.0,t,host neighbourhood not available,7,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire bungalow,Entire home/apt,2.0,2,14,t,16,79,26,1,4.84,4.9,4.95,4.97,5.0,4.68,4.73,f,186.9945205479452,186.9945205479452,39.223716931126255,3.0,4.0,1.58,35,65,65,32.95068493150685,17.80821917808219,1 bath,46.7486301369863,1.3333333333333333,0.0,20.975864328104382
38,"Asheville, NC",within a day,100.0,73.0,t,host neighbourhood not available,1,"['email', 'phone']",f,"Arden, North Carolina, United States",Private room in home,Private room,1.0,1,30,t,29,115,9,1,4.97,4.96,5.0,4.96,4.99,4.9,4.96,f,80.0,80.0,0.0,1.0,2.0,1.06,55,85,360,78.9041095890411,98.63013698630137,1 private bath,40.0,2.0,0.0,0.0
39,"Asheville, NC",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire rental unit,Entire home/apt,1.0,2,7,t,2,135,12,0,4.93,4.96,4.94,4.95,4.97,4.88,4.84,f,157.73972602739727,157.73972602739727,4.557409729354636,1.0,2.0,1.21,2,2,138,59.61643835616438,37.80821917808219,1 bath,78.86986301369863,2.0,0.0,2.8891959204766686
40,"Asheville, NC",response not available,99.02755326965466,80.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Candler, North Carolina, United States",Entire bungalow,Entire home/apt,1.0,2,1125,t,0,17,6,0,4.81,4.94,4.69,5.0,4.94,4.81,4.81,f,88.15890410958905,88.15890410958905,6.474545162361684,1.0,2.0,0.15,0,0,0,0.0,0.0,1 bath,44.07945205479452,2.0,0.0,7.34417609628322
41,"Asheville, NC",response not available,99.02755326965466,33.0,f,host neighbourhood not available,2,"['email', 'phone']",f,"Asheville, North Carolina, United States",Entire home,Entire home/apt,3.0,30,1125,t,0,27,2,0,5.0,4.92,4.96,4.91,4.88,4.92,4.75,f,139.0,139.0,0.0,2.0,5.0,0.25,12,42,317,120.72054794520548,86.84931506849315,1.5 baths,27.8,2.5,0.0,0.0
42,"Asheville, NC",within an hour,100.0,97.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire guesthouse,Entire home/apt,1.9456140350877194,2,6,t,1,118,21,1,4.92,4.92,4.96,4.97,4.98,4.9,4.83,f,85.88219178082191,85.88219178082191,2.9584736962614264,1.0,2.0,1.68,5,6,6,1.3972602739726028,1.643835616438356,1 bath,42.941095890410956,2.0,0.0,3.444804603743327
43,"Asheville, NC",response not available,99.02755326965466,100.0,t,host neighbourhood not available,11,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,2,365,t,13,5,0,0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,t,194.34246575342465,194.34246575342465,9.014974078699327,1.0,2.0,0.06,20,39,303,163.60821917808218,83.01369863013699,1 private bath,97.17123287671232,2.0,0.0,4.638705207197088
44,"Asheville, NC",within an hour,100.0,81.0,f,host neighbourhood not available,4,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire rental unit,Entire home/apt,1.0,30,90,t,4,223,4,0,4.71,4.82,4.86,4.82,4.74,4.94,4.72,f,79.85205479452055,79.85205479452055,6.330202104064922,1.0,2.0,2.03,4,30,30,6.493150684931507,8.21917808219178,1 bath,39.92602739726028,2.0,0.0,7.9274129142376175
45,"Asheville, NC",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",f,neighbourhood not available,Private room in home,Private room,1.0,2,7,t,3,263,33,1,4.95,4.96,4.99,4.98,4.98,4.91,4.94,t,90.0,90.0,0.0,1.0,2.0,2.41,5,23,286,70.52054794520548,78.35616438356165,1 private bath,45.0,2.0,0.0,0.0
46,"Asheville, NC",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,2,4,t,16,49,5,2,4.7,4.85,4.72,4.89,4.85,4.8,4.63,t,70.96986301369863,70.96986301369863,13.067519974267748,1.0,2.0,0.45,46,76,351,68.04109589041096,96.16438356164385,2 shared baths,35.484931506849314,2.0,0.0,18.412773280604263
47,"Asheville, NC",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",f,"Asheville, North Carolina, United States",Entire home,Entire home/apt,3.0,3,31,t,9,147,14,3,4.99,4.99,4.98,5.0,5.0,4.97,4.9,f,350.0,350.0,0.0,6.0,10.0,1.35,17,34,286,274.24657534246575,78.35616438356165,2.5 baths,35.0,1.6666666666666667,0.0,0.0
48,"Asheville, NC",within an hour,90.0,58.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire home,Entire home/apt,2.0,30,1125,t,1,52,0,0,4.67,4.79,4.66,4.89,4.83,4.87,4.62,f,177.0,177.0,0.0,2.0,3.0,0.52,1,13,103,49.94794520547945,28.21917808219178,1 bath,59.0,1.5,0.0,0.0
49,"Asheville, NC",within an hour,100.0,98.0,t,host neighbourhood not available,5,"['email', 'phone']",t,"Asheville, North Carolina, United States",Entire rental unit,Entire home/apt,1.0,2,1125,t,6,84,24,4,4.87,4.84,4.93,4.96,4.95,4.93,4.8,t,134.0191780821918,134.0191780821918,15.624971714561182,1.0,2.0,0.77,26,49,324,119.0054794520548,88.76712328767124,1 bath,67.0095890410959,2.0,0.0,11.65875805101464
